30598;AM;Haritschavankh
30599;AM;Idschevan
30600;AM;Jeghegnadzor
30601;AM;Jerevan
41572;AM;Kafan
30602;AM;Kamo
30603;AM;Kirovakan
30604;AM;Kosch
30605;AM;Kumajri
30606;AM;Lusakert
30607;AM;Makhenis
30608;AM;Marmaschen
30609;AM;Meghri
30610;AM;Ohanavan
30611;AM;Pemzaschen
30612;AM;Razdan
30613;AM;Sevan
30614;AM;Sisian
30615;AM;Spitak
30616;AM;Stepanavan
30617;AM;Tathev
30618;AM;Thalin
30619;AM;Varagavan
30620;AM;Vardenis
30621;AM;Vedi
30002;AM;Yerevan
44696;AN;Curacao Airport
44697;AN;Prinses Juliana/st Maarten
30094;AN;Willemstad
30349;AO;Alto Chicapa
30347;AO;Alto Cuito
30348;AO;Ambriz
44698;AO;Andulo
30353;AO;Baía dos Tigres
44699;AO;Baia Farta
30352;AO;Balombo
30351;AO;Barra do Cuanza
30350;AO;Benguela
30354;AO;Buto
30361;AO;Cabinda
30356;AO;Cabo Ledo
30376;AO;Caconda
30373;AO;Cainde
30378;AO;Caiundo
30362;AO;Calola
30360;AO;Calucinga
30367;AO;Calumbolaca
30364;AO;Calunda
30368;AO;Camaxilo
30369;AO;Cambulo
30371;AO;Cangamba
30366;AO;Cangola
30365;AO;Capangombe
30363;AO;Cassai
30358;AO;Catota
30379;AO;Catuala
30355;AO;Caxito
30374;AO;Chiange
30357;AO;Chicuma
30375;AO;Chingoroi
30359;AO;Coemba
30380;AO;Cuando
30377;AO;Cuchi
30370;AO;Cucumbi
30372;AO;Cuio
30382;AO;Dala
30381;AO;Dange
30383;AO;Dinge
40692;AO;Dundo
30385;AO;Ferreira
30384;AO;Forte República
30386;AO;Foz do Cunene
30387;AO;Haco
30388;AO;Huambo
30389;AO;Humbe
30390;AO;Kuito
30391;AO;Kuvango
30394;AO;Lagos
30392;AO;Lobito
30405;AO;Longa
30100;AO;Luanda
30396;AO;Luangué
30403;AO;Luau
30397;AO;Lubalo
30404;AO;Lubango
30398;AO;Lucapa
30401;AO;Lucira
30402;AO;Lucusse
30400;AO;Luena
30393;AO;Luiana
30399;AO;Luremo
30415;AO;Macolo
30411;AO;Malanje
30407;AO;Mamué
30414;AO;Maquela do Zombo
30412;AO;Marimba
30421;AO;Marunga
30419;AO;Matala
30408;AO;Mavinga
30420;AO;Melunga
30409;AO;Menongue
30410;AO;Mucope
30418;AO;Munenga
30417;AO;Muriége
30413;AO;Mussende
30416;AO;Mussolo
30406;AO;Muxaluando
42516;AO;N'zeto
30422;AO;Namibe
42588;AO;Nbanza-kongo
42594;AO;Negage
30423;AO;Oncocua
30424;AO;Ondjiva
30426;AO;Parque Nacional da Cangandala
30425;AO;Parque Nacional da Mupa
30427;AO;Parque Nacional de Cameia
30428;AO;Parque Nacional do Iôna
43064;AO;Porto Amboim
30431;AO;Quibala
30430;AO;Quimbango
30429;AO;Quimbele
43298;AO;Rocadas
30438;AO;Sagaba
30436;AO;Samba Caju
30437;AO;Sandongo
30433;AO;Saurimo
30434;AO;Sautar
30435;AO;Soyo
30432;AO;Sumbe
30439;AO;Tombôco
30441;AO;Tombua
30440;AO;Toto
30442;AO;Uíge
30443;AO;Umpulo
30444;AO;Waku Kundo
30445;AO;Wama
30446;AO;Xa-Muteba
30447;AQ;Alexander Island
30448;AQ;Antarctic Sound
30449;AQ;Cape Adare
30450;AQ;Hope Bay
30451;AQ;Lemaire Channel
30452;AQ;Mount Erebus
30453;AQ;Mount Melbourne
30454;AQ;Neumayer Channel
30456;AQ;Polo Sud
30455;AQ;Port Lockroy
44700;AR;Alto Rio Senguer
39624;AR;Anguinan Airport
30492;AR;Antofagasta de la Sierra
30491;AR;Azul
30493;AR;Bahia Blanca
39777;AR;Balcarce
39901;AR;Benito Juarez
39995;AR;Bolivar
40064;AR;Brown
30049;AR;Buenos Aires
44701;AR;Buenos Aires Airport
40143;AR;Camara
40145;AR;Camarones
40250;AR;Catamarca Airport
30499;AR;Cerro Aconcagua
30501;AR;Cerro Catedral
30503;AR;Chaltén
40288;AR;Chamical Airport
40300;AR;Chapelco
40318;AR;Chepes
40350;AR;Chilecito
40366;AR;Choele-choel
30502;AR;Chos Malal
30500;AR;Comodoro Rivadavia
30498;AR;Concepión del Uruguay
40449;AR;Concordia
30496;AR;Córdoba
40476;AR;Coronel Suarez
40478;AR;Corrientes Airport
30497;AR;Corrientis
44702;AR;Cristo Redentor
40522;AR;Curuzu Cuatia
40526;AR;Cutralco
40649;AR;Dolores Airport
40652;AR;Don Torcuato
40740;AR;El Bolson
30507;AR;El Calafate
30508;AR;El Chaltén
40747;AR;El Maiten
44703;AR;El Palomar
40750;AR;El Palomar Airport
40752;AR;El Rincon
30509;AR;Esperanza
30505;AR;Esquel
40802;AR;Esquel Airport
30511;AR;Fiambalá
30512;AR;Fitz Roy
30510;AR;Formosa
41005;AR;General Acha
41006;AR;General Guemes
41007;AR;General Paz
41008;AR;General Pico
41051;AR;Gobernador Gordillo
41052;AR;Gobernador Gregores
41086;AR;Goya
41127;AR;Gualeguaychu
41379;AR;Iguazu
41477;AR;Jachal
41546;AR;Jose De San Martin
41555;AR;Jujuy Airport
41557;AR;Junin Airport
41866;AR;La Cumbre
44704;AR;La Paz
41879;AR;La Plata Airport
41881;AR;La Quiaca
30515;AR;La Rioja
41892;AR;Laboulaye
30514;AR;Laguna Pozuelos
41940;AR;Las Flores Airport
30519;AR;Las Grutas
30516;AR;Las Leñas DOWN
30517;AR;Las Leñas TOP
41941;AR;Las Lomitas
42054;AR;Lopez
42163;AR;Malargue Airport
42211;AR;Maquinchao
30521;AR;Mar del Plata
42217;AR;Marcos Juarez
42261;AR;Matienzo
42276;AR;Mazaruca
30523;AR;Mendoza
30522;AR;Merlo
42433;AR;Monte Caseros
30525;AR;Monte San Lorenzo
30524;AR;Monte Tronador
30526;AR;Monumento Natural Bosques Petrificudos J
42591;AR;Necochea Airport
30528;AR;Neuquén
42604;AR;Neuquen Airport
42690;AR;Nueve De Julio
30529;AR;Ojos del Salado
42749;AR;Olovarria
30531;AR;Paraná
30546;AR;Parque Nacional Francisco Perito Moreno
30535;AR;Parque Nacional Iguazú
30532;AR;Parque Nacional Lihué Calel
42896;AR;Paso De Indios
42897;AR;Paso De Los Libres
42919;AR;Pehuajo
42938;AR;Pergamino
30547;AR;Perito Moreno
42970;AR;Pigue Airport
44705;AR;Pilar
42974;AR;Pilar Observatorio
30530;AR;Pinamar
43037;AR;Ponton
30533;AR;Posadas
43070;AR;Posadas Airport
30548;AR;Puerto Deseado
30534;AR;Puerto Iguazú
30539;AR;Puerto Madryn
30541;AR;Punta Tomba
43197;AR;Rafaela Inta
43231;AR;Reconquista Airport
43255;AR;Resistencia Airport
43272;AR;Rio Colorado
30551;AR;Rio Cuarto
43273;AR;Rio Cuarto Airport
30553;AR;Rio Gallegos
30554;AR;Rio Grande
43275;AR;Rio Hondo
43282;AR;Rivadavia
30552;AR;Rosario
43324;AR;Rosario Airport
43325;AR;Rosario De La Fro
30555;AR;Saénz Peña
30562;AR;Salta
43410;AR;Salta Airport
30557;AR;Salto del Moconá
30563;AR;San Antonio de los Cobres
44706;AR;San Carlos
30568;AR;San Carlos de Bariloche
30560;AR;San Fernando del Valle de Catamarca
30565;AR;San Juan
43434;AR;San Juan Airport
30569;AR;San Julián
43436;AR;San Julian Airport
30558;AR;San Luis
43440;AR;San Martin
30567;AR;San Martin de los Andes
30566;AR;San Miguel de Tucumán
30561;AR;San Rafael
43444;AR;San Rafael Airport
30564;AR;San Ramón de la Nueva Orán
43471;AR;Santa Cruz Airport
30556;AR;Santa Rosa
43479;AR;Santa Teresita
43481;AR;Santiago Del Estero
43518;AR;Sauce Viejo Airport
44707;AR;Tandil
43884;AR;Tandil Airport
44708;AR;Tartagal
43907;AR;Tartagal Airport
43986;AR;Tinogasta
44049;AR;Trelew
44052;AR;Tres Arroyos
44070;AR;Tucuman
30572;AR;Ushuaia
30571;AR;Uspallata
30574;AR;Valle de la Luna
44709;AR;Valle Del Conlara
30573;AR;Vallecitos
30577;AR;Viedma
44216;AR;Villa Angela
44217;AR;Villa Dolores
44218;AR;Villa Gesell
44219;AR;Villa Maria Del Rio
44221;AR;Villa Reynolds
44224;AR;Villaguay
30576;AR;Volcan Lanín
30170;AS;Pago Pago
9090;AT;Abfaltersbach
9080;AT;Abtenau DOWN
9081;AT;Abtenau TOP
9091;AT;Achenkirch DOWN
9092;AT;Achenkirch TOP
9085;AT;Admont
9086;AT;Aflenz Kurort
9065;AT;Afritz
9074;AT;Aigen
9099;AT;Alberschwende
9093;AT;Alpbach DOWN
9094;AT;Alpbach TOP
9087;AT;Altaussee DOWN
9088;AT;Altaussee TOP
9075;AT;Altenberg
9089;AT;Altenmarkt bei St. Gallen
9082;AT;Altenmarkt im Pongau
9083;AT;Altenmarkt-Zauchensee TOP
9076;AT;Altheim
9066;AT;Althofen
9077;AT;Ampflwang
9068;AT;Amstetten
9069;AT;Annaberg DOWN
9084;AT;Annaberg im Lammertal
9070;AT;Annaberg TOP
9095;AT;Anras
9071;AT;Arbesbach
9100;AT;Arlbergpass
9067;AT;Arnoldstein
9096;AT;Arzl
9078;AT;Aschach
9072;AT;Aspang
9079;AT;Attnang-Puchheim
9073;AT;Atzenbrugg
9101;AT;Au
9102;AT;Auffach
9097;AT;Axamer Lizum DOWN
9098;AT;Axamer Lizum TOP
9150;AT;Baad
9131;AT;Bad Aussee
9106;AT;Bad Bleiberg
9132;AT;Bad Gams
9133;AT;Bad Gleichenberg
9116;AT;Bad Goisern
9117;AT;Bad Hall
9125;AT;Bad Hofgastein DOWN
9126;AT;Bad Hofgastein TOP
9118;AT;Bad Ischl DOWN
9119;AT;Bad Ischl TOP
9107;AT;Bad Kleinkirchheim DOWN
9108;AT;Bad Kleinkirchheim TOP
9120;AT;Bad Kreuzen
9121;AT;Bad Leonfelden
9134;AT;Bad Loipersdorf
9135;AT;Bad Mitterndorf
9136;AT;Bad Radkersburg
9103;AT;Bad Sauerbrunn
9109;AT;Bad St. Leonhard im Lavanttal
9104;AT;Bad Tatzmannsdorf
9122;AT;Bad Wimsbach-Neydharting
9123;AT;Bad Zell
9113;AT;Baden
9127;AT;Badgastein DOWN
9128;AT;Badgastein TOP
9105;AT;Bernstein
9155;AT;Berwang
9142;AT;Bichlbach
9143;AT;Bieberwier
9154;AT;Bielerhöhe
9137;AT;Birkfeld
9129;AT;Bischofshofen
9110;AT;Bleiburg
9114;AT;Blindenmarkt
9151;AT;Bludenz
9111;AT;Bodensdorf
9152;AT;Brand
9144;AT;Brandenberg DOWN
9145;AT;Brandenberg TOP
9124;AT;Braunau am Inn
9153;AT;Bregenz
9146;AT;Brennerpass
9138;AT;Bretstein
9147;AT;Brixen im Thale DOWN
9148;AT;Brixen im Thale TOP
9149;AT;Brixlegg
9130;AT;Bruck an der Großglocknerhochalpenstraße
9115;AT;Bruck an der Leitha
9139;AT;Bruck an der Mur
9112;AT;Brückl
9140;AT;Buchauer Sattel
9141;AT;Burgau
9156;AT;Bürserberg
9178;AT;Dalaas
9175;AT;Damüls
9159;AT;Dellach im Drautal
9160;AT;Dellach im Gailtal
9161;AT;Deutsch-Griffen
9170;AT;Deutschfeistritz
9157;AT;Deutschkreuz
9169;AT;Deutschlandsberg
9177;AT;Diedamskopf
9165;AT;Dienten DOWN
9166;AT;Dienten TOP
9162;AT;Diex
9163;AT;Dobersberg
9171;AT;Donnersbach DOWN
9172;AT;Donnersbach TOP
9173;AT;Donnersbachwald
9167;AT;Dorfgastein DOWN
9168;AT;Dorfgastein TOP
9176;AT;Dornbirn
9158;AT;Draßmarkt
9164;AT;Drosendorf
9174;AT;Dölsach
9199;AT;Ebbs
9191;AT;Eben im Pongau
9181;AT;Ebene Reichenau
9186;AT;Ebensee
9179;AT;Eberau
9182;AT;Eberstein
9195;AT;Edelschrott
9187;AT;Eferding
9192;AT;Egg im Großarltal
9188;AT;Eggelsberg
9200;AT;Ehrwald DOWN
9201;AT;Ehrwald TOP
9196;AT;Eibiswald
9193;AT;Einzingerboden DOWN
9194;AT;Einzingerboden TOP
9197;AT;Eisenerz
9183;AT;Eisenkappel
9180;AT;Eisenstadt
9202;AT;Elbigenalp
9203;AT;Ellmau
9189;AT;Enns
9198;AT;Eppenstein
9184;AT;Erlauf
9185;AT;Ernstbrunn
9190;AT;Esternberg
9205;AT;Faak am See
9222;AT;Faistenau
9231;AT;Fehring
9206;AT;Feistritz an der Gail
9207;AT;Feistritz im Rosental
9223;AT;Felbertauerntunnel
9208;AT;Feld am See
9232;AT;Feldbach
9243;AT;Feldkirch
9209;AT;Feldkirchen in Kärnten
9210;AT;Ferlach
9211;AT;Ferndorf
9236;AT;Fernpass
9237;AT;Fieberbrunn
9224;AT;Filzmoos
9212;AT;Finkenstein
9233;AT;Fischbach
9238;AT;Fiss/Ladis DOWN
9239;AT;Fiss/Ladis TOP
9225;AT;Flachau DOWN
9226;AT;Flachau-Wagrain TOP
9213;AT;Flattach
9214;AT;Flattnitz
9244;AT;Flexenpass
9245;AT;Fontanella
9240;AT;Forchach
9227;AT;Forstau
9204;AT;Frankenau
9219;AT;Frankenburg
9218;AT;Frankenfels
9220;AT;Frankenmarkt
9228;AT;Franz Josefs Höhe
9216;AT;Freibach
9221;AT;Freistadt
9217;AT;Friesach
9234;AT;Frohnleiten
9242;AT;Fulpmes
9229;AT;Fusch an der Großglocknerhochalpenstraße
9230;AT;Fuschl am See
9241;AT;Fügen
9235;AT;Fürstenfeld
9215;AT;Förolach
9247;AT;Gailbergsattel
9285;AT;Galtür
9255;AT;Gaming DOWN
9256;AT;Gaming TOP
9277;AT;Gams b.H.
9295;AT;Gargellen
9296;AT;Gaschurn
9258;AT;Geras
9286;AT;Gerlos DOWN
9287;AT;Gerlos TOP
9259;AT;Gföhl
9248;AT;Glanegg
9278;AT;Glashütten
9294;AT;Glatthorn
9279;AT;Gleinstätten
9280;AT;Gleisdorf
9249;AT;Globasnitz
9260;AT;Gloggnitz
9266;AT;Gmunden am Traunsee
9250;AT;Gmünd
9281;AT;Gnas
9251;AT;Gnesau
9300;AT;Going
9274;AT;Golling an der Salzach
9299;AT;Gortipohl
9267;AT;Gosau
9289;AT;Gramais
9282;AT;Graz
9252;AT;Greifenburg
9268;AT;Grein
9290;AT;Gries im Sellrain
9269;AT;Grieskirchen
9253;AT;Griffen
9291;AT;Grins
9275;AT;Großarl
9264;AT;Großenzersdorf
9276;AT;Großglocknerhochalpenstraße
9284;AT;Großreifling
9265;AT;Großweikersdorf
9270;AT;Grünau
9271;AT;Grünburg
9283;AT;Gröbming
9292;AT;Gschnitz DOWN
9293;AT;Gschnitz TOP
9272;AT;Gschwandt
9298;AT;Gschwend
9254;AT;Gurk
9273;AT;Gutau
9246;AT;Güssing
9257;AT;Gänserndorf
9262;AT;Göstling an der Ybbs DOWN
9263;AT;Göstling an der Ybbs TOP
9288;AT;Götzens
9297;AT;Götzis
9320;AT;Haag am Hausruck
9321;AT;Habernau
9338;AT;Haiming
9312;AT;Hainburg an der Donau
9313;AT;Hainfeld
9302;AT;Halbturn
9339;AT;Hall in Tirol
9328;AT;Hallein
9322;AT;Hallstatt
9340;AT;Halltal
9305;AT;Handalpe
9314;AT;Hardegg
9331;AT;Hartberg
9323;AT;Haslach
9332;AT;Haus im Ennstal
9315;AT;Heidenreichstein
9306;AT;Heiligenblut DOWN
9307;AT;Heiligenblut TOP
9303;AT;Heiligenbrunn
9304;AT;Heiligenkreuz
9333;AT;Heimschuh
9341;AT;Heinfels
9342;AT;Heiterwanger See
9324;AT;Hengstpaß
9308;AT;Hermagor
9316;AT;Herzogenburg
9334;AT;Hieflau
9309;AT;Himmelberg
9343;AT;Hinterhornbach
9301;AT;Hinterriss
9329;AT;Hintersee
9325;AT;Hinterstoder DOWN
9326;AT;Hinterstoder TOP
9344;AT;Hintertux DOWN
9345;AT;Hintertux TOP
9358;AT;Hirschegg
9335;AT;Hirschegg-Rein
9353;AT;Hittisau
9327;AT;Hochburg
9346;AT;Hochfilzen
9347;AT;Hochfügen DOWN
9348;AT;Hochfügen TOP
9357;AT;Hochgurgl
9355;AT;Hochjoch
9310;AT;Hochosterwitz
9354;AT;Hochtannbergpass
9356;AT;Hochälpelekopf
9336;AT;Hohenbrugg
9337;AT;Hohentauern
9352;AT;Hohes Licht
9317;AT;Hollabrunn
9318;AT;Hollenburg
9349;AT;Holzgau
9350;AT;Hopfgarten
9319;AT;Horn
9351;AT;Huben
9311;AT;Hüttenberg
9330;AT;Höggen
9365;AT;Igls
9360;AT;Illmitz
9366;AT;Imst
9359;AT;In der Eng
9373;AT;Innerbraz
9361;AT;Innerkrems DOWN
9362;AT;Innerkrems TOP
9374;AT;Innerlaterns
9367;AT;Innervals
9368;AT;Innervillgraten
9369;AT;Innsbruck
9364;AT;Irdning
9370;AT;Ischgl DOWN
9371;AT;Ischgl TOP
9372;AT;Iselsberg
9363;AT;Iselsberg-Pass
9375;AT;Itter
9378;AT;Jenbach
9379;AT;Jerzens
9377;AT;Judenburg
9376;AT;Jungholz
9420;AT;Kals am Großglockner DOWN
9421;AT;Kals am Großglockner TOP
9437;AT;Kaltenbach
9436;AT;Kanzelwand
9412;AT;Kapfenberg
9413;AT;Kapfenstein
9422;AT;Kappl DOWN
9423;AT;Kappl TOP
9406;AT;Kaprun DOWN
9407;AT;Kaprun TOP
9392;AT;Karlstift
9424;AT;Kartitscher Sattel
9408;AT;Katschberg
9425;AT;Kaunertal DOWN
9426;AT;Kaunertal TOP
9427;AT;Kauns
9439;AT;Kelchsau
9381;AT;Kellerberg an der Drau
9397;AT;Kematen am Innbach
9393;AT;Kernhof
9382;AT;Keutschach
9414;AT;Kindberg
9383;AT;Kirchbach
9398;AT;Kirchberg
9394;AT;Kirchberg an der Pielach
9438;AT;Kirchberg in Tirol
9399;AT;Kirchheim
9380;AT;Kittsee
9428;AT;Kitzbühel DOWN
9429;AT;Kitzbühel TOP
9400;AT;Klafterreith
9384;AT;Klagenfurt
9409;AT;Klammpaß
9401;AT;Klaus
9440;AT;Kleinarl
9385;AT;Kleiner Loiblpass
9395;AT;Klosterneuburg
9415;AT;Klöch
9386;AT;Klösterle
9416;AT;Knittelfeld
9402;AT;Kollerschlag
9418;AT;Krakaudorf
9396;AT;Krems
9388;AT;Kremsbrücke
9404;AT;Kremsmünster
9389;AT;Kreuzberg (Pass)
9390;AT;Kreuzen
9419;AT;Krieglach
9405;AT;Kronstorf
9391;AT;Krumpendorf
9431;AT;Kufstein
9434;AT;Kundl
9432;AT;Kühtai DOWN
9433;AT;Kühtai TOP
9417;AT;Köflach
9410;AT;Königsleiten DOWN
9411;AT;Königsleiten TOP
9403;AT;Königswiesen
9430;AT;Kössen
9387;AT;Kötschach-Mauthen
9448;AT;Laa an der Thaya
9449;AT;Laaben
9455;AT;Laakirchen
9483;AT;Lackenhof
9450;AT;Lahnsattel
9456;AT;Lambach
9472;AT;Landeck
9473;AT;Landeck TOP
9441;AT;Langeck
9451;AT;Langenlois
9457;AT;Langwies
9475;AT;Lans
9466;AT;Lassing
9443;AT;Lavamünd
9476;AT;Lavant
9481;AT;Lech
9467;AT;Leibnitz
9477;AT;Leisach
9458;AT;Lengau
9468;AT;Leoben
9462;AT;Leogang
9459;AT;Leonding
9452;AT;Leopoldsdorf im Marchfelde
9478;AT;Lermoos
9463;AT;Lessach
9469;AT;Leutschach
9460;AT;Liebenau
9470;AT;Lieboch
9479;AT;Lienz DOWN
9480;AT;Lienz TOP
9471;AT;Liezen
9453;AT;Lilienfeld
9461;AT;Linz
42015;AT;Litschau
9464;AT;Lofer DOWN
9465;AT;Lofer TOP
9444;AT;Loiblpass
9442;AT;Loretto
9446;AT;Luggau-Sterzen
9454;AT;Lunz
9447;AT;Lurnfeld
9482;AT;Lustenau
9474;AT;Längenfeld
9445;AT;Lölling-Graben
9487;AT;Mallnitz
9488;AT;Malta im Maltatal
9519;AT;Mandling
9499;AT;Mank
9500;AT;Mannersdorf
9501;AT;Marchegg
9509;AT;Marchtrenk
9520;AT;Maria Alm DOWN
9521;AT;Maria Alm TOP
9489;AT;Maria Elend
44710;AT;Maria Neustift
9490;AT;Maria Saal
9510;AT;Maria Schmolln
9491;AT;Maria Wörth
9522;AT;Mariapfarr
9532;AT;Mariazell
9533;AT;Markt Hartmannsdorf
9511;AT;Markt St. Florian
9541;AT;Matrei
9542;AT;Matrei DOWN
9543;AT;Matrei TOP
9484;AT;Mattersburg
9512;AT;Mattighofen
9523;AT;Mattsee
9502;AT;Matzen
9544;AT;Maurach
9534;AT;Mautern i.S.
9524;AT;Mauterndorf DOWN
9525;AT;Mauterndorf TOP
9513;AT;Mauthausen
9545;AT;Mayrhofen DOWN
9546;AT;Mayrhofen TOP
9503;AT;Melk
9492;AT;Mellach
9548;AT;Mellau
9493;AT;Metnitz
9514;AT;Micheldorf
9547;AT;Mieming
9494;AT;Millstatt
9485;AT;Mischendorf
9504;AT;Mistelbach an der Zaya
9549;AT;Mittelberg
9505;AT;Mitterbach am Erlaufsee DOWN
9506;AT;Mitterbach am Erlaufsee TOP
9526;AT;Mitterkleinarl
9527;AT;Mittersill DOWN
9528;AT;Mittersill TOP
9495;AT;Mittewald ob Villach
9535;AT;Modriach
9515;AT;Molln
9516;AT;Mondsee
9496;AT;Moosburg
9498;AT;Mosinz
9531;AT;Muhr
9536;AT;Murau DOWN
9537;AT;Murau TOP
9538;AT;Mureck
9550;AT;Mutterbergalm
9529;AT;Mühlbach DOWN
9530;AT;Mühlbach TOP
9517;AT;Mühldorf
9518;AT;Münzkirchen
9539;AT;Mürzsteg
9540;AT;Mürzzuschlag
9507;AT;Mödling
9508;AT;Mönichkirchen
9486;AT;Mörbisch am See
9497;AT;Mörtschach
9562;AT;Naarn
9573;AT;Nassereith
9574;AT;Nauders DOWN
9575;AT;Nauders TOP
9576;AT;Navis
9557;AT;Naßfeldpass
9558;AT;Naßwald
9577;AT;Nesselwängle
9552;AT;Neufeld
9563;AT;Neufelden
9553;AT;Neuhaus
9564;AT;Neuhofen an der Krems
9581;AT;Neukirchen am Großvenediger
9559;AT;Neulengbach
9568;AT;Neumarkt am Wallersee
9565;AT;Neumarkt im Hausruckkreis
9570;AT;Neumarkt in der Steiermark
9571;AT;Neumarkter Sattel
9560;AT;Neunkirchen
9554;AT;Neusiedl am See
9561;AT;Neustadtl
9578;AT;Neustift im Stubaital DOWN
9579;AT;Neustift im Stubaital TOP
9555;AT;Nickelsdorf
9572;AT;Niederalp-Paß
9582;AT;Niederau
9569;AT;Niedernsill
9566;AT;Niederwaldkirchen
9556;AT;Nikitsch
9580;AT;Nob
9567;AT;Nußdorf
9599;AT;Obdach
9600;AT;Obdacher Sattel
9604;AT;Oberassling
9605;AT;Oberau DOWN
9606;AT;Oberau TOP
9584;AT;Oberdrauburg
9585;AT;Obergottesfeld
9589;AT;Obergrafendorf
9607;AT;Obergurgl DOWN
9608;AT;Obergurgl TOP
9609;AT;Oberlienz
9610;AT;Obernberg
9593;AT;Obernberg am Inn
9595;AT;Oberndorf
9596;AT;Obertauern DOWN
9597;AT;Obertauern TOP
9611;AT;Obertillach
9614;AT;Obertraun
9598;AT;Obertrum
9586;AT;Obervellach DOWN
9587;AT;Obervellach TOP
9583;AT;Oberwart
9601;AT;Oberwölz DOWN
